mean,std,shapley_type,feature,strata,batch,weights,data
0.0,0.0,shapley value,Z,0-20%,,different weights,Standard normal 2 vars with correlated third
0.002102553466912451,0.000791862582810488,standardized shapley value,X,0-20%,,different weights,Standard normal 2 vars with correlated third
0.0007843221839947715,0.0006395009455930074,standardized shapley value,Y,0-20%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,0-20%,,different weights,Standard normal 2 vars with correlated third
0.4488602668547044,0.21735331653777687,rank-relevance shapley value,X,0-20%,,different weights,Standard normal 2 vars with correlated third
0.17303927207293573,0.1820319902659666,rank-relevance shapley value,Y,0-20%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,0-20%,,different weights,Standard normal 2 vars with correlated third
0.06646092783595117,0.058731663263334774,shapley value,X,20-40%,,different weights,Standard normal 2 vars with correlated third
0.08264233571037534,0.04952608136603239,shapley value,Y,20-40%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,shapley value,Z,20-40%,,different weights,Standard normal 2 vars with correlated third
0.0030899032881125475,0.0008283389350428429,standardized shapley value,X,20-40%,,different weights,Standard normal 2 vars with correlated third
0.001059891280179671,0.0008760778356973402,standardized shapley value,Y,20-40%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,20-40%,,different weights,Standard normal 2 vars with correlated third
0.13872838529503434,0.07482185123847337,rank-relevance shapley value,X,20-40%,,different weights,Standard normal 2 vars with correlated third
0.04221408300227982,0.04172531175781959,rank-relevance shapley value,Y,20-40%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,20-40%,,different weights,Standard normal 2 vars with correlated third
0.07325360250171865,0.04391527313138589,shapley value,X,40-60%,,different weights,Standard normal 2 vars with correlated third
0.07549053686094154,0.04518673504562334,shapley value,Y,40-60%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,shapley value,Z,40-60%,,different weights,Standard normal 2 vars with correlated third
0.0032908174603291087,0.0008608716691876516,standardized shapley value,X,40-60%,,different weights,Standard normal 2 vars with correlated third
0.0016570794184822273,0.0008985177512485263,standardized shapley value,Y,40-60%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,40-60%,,different weights,Standard normal 2 vars with correlated third
0.024047053896687636,0.014762623566250155,rank-relevance shapley value,X,40-60%,,different weights,Standard normal 2 vars with correlated third
0.011459870024416412,0.010120146934782939,rank-relevance shapley value,Y,40-60%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,40-60%,,different weights,Standard normal 2 vars with correlated third
0.07549913052130229,0.055943647412739425,shapley value,X,60-80%,,different weights,Standard normal 2 vars with correlated third
0.06086481042224329,0.04546188640396785,shapley value,Y,60-80%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,shapley value,Z,60-80%,,different weights,Standard normal 2 vars with correlated third
0.004122524327700487,0.0007160012773375386,standardized shapley value,X,60-80%,,different weights,Standard normal 2 vars with correlated third
0.001935162959152555,0.0006695572206718254,standardized shapley value,Y,60-80%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,60-80%,,different weights,Standard normal 2 vars with correlated third
0.0007236117622609475,0.00042267556893683093,rank-relevance shapley value,X,60-80%,,different weights,Standard normal 2 vars with correlated third
0.00035945590354615896,0.0002452499456541989,rank-relevance shapley value,Y,60-80%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,60-80%,,different weights,Standard normal 2 vars with correlated third
0.18672779712420887,0.07544888891847933,shapley value,X,80-100%,,different weights,Standard normal 2 vars with correlated third
0.08358237550461536,0.0386996363636468,shapley value,Y,80-100%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,shapley value,Z,80-100%,,different weights,Standard normal 2 vars with correlated third
0.005390955881214329,0.0007750397480798633,standardized shapley value,X,80-100%,,different weights,Standard normal 2 vars with correlated third
0.002346237688668981,0.0004754611487067609,standardized shapley value,Y,80-100%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,80-100%,,different weights,Standard normal 2 vars with correlated third
9.492747422059956e-07,1.4522918904398603e-06,rank-relevance shapley value,X,80-100%,,different weights,Standard normal 2 vars with correlated third
5.140217966839738e-07,8.257399520584711e-07,rank-relevance shapley value,Y,80-100%,,different weights,Standard normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,80-100%,,different weights,Standard normal 2 vars with correlated third
0.06459633276445717,0.03469202618776863,shapley value,X,0-20%,,equal weights,Standard normal 3 correlated vars
0.09446582525828004,0.05338615170983289,shapley value,Y,0-20%,,equal weights,Standard normal 3 correlated vars
0.44048559765954287,0.1667892070620591,shapley value,Z,0-20%,,equal weights,Standard normal 3 correlated vars
0.0016015635944662588,0.0006336569414559396,standardized shapley value,X,0-20%,,equal weights,Standard normal 3 correlated vars
0.0023066216716081172,0.0017580057939444672,standardized shapley value,Y,0-20%,,equal weights,Standard normal 3 correlated vars
0.007624578691184517,0.0027582486542339258,standardized shapley value,Z,0-20%,,equal weights,Standard normal 3 correlated vars
0.6506876648466878,1.0968211124998133,rank-relevance shapley value,X,0-20%,,equal weights,Standard normal 3 correlated vars
0.7168217742941466,1.0986299246456337,rank-relevance shapley value,Y,0-20%,,equal weights,Standard normal 3 correlated vars
1.9894089780684747,1.5206440693885066,rank-relevance shapley value,Z,0-20%,,equal weights,Standard normal 3 correlated vars
0.03506696202519123,0.025794158854549457,shapley value,X,20-40%,,equal weights,Standard normal 3 correlated vars
0.0839970143108392,0.053323863140347455,shapley value,Y,20-40%,,equal weights,Standard normal 3 correlated vars
0.1288164501600919,0.09196360162488987,shapley value,Z,20-40%,,equal weights,Standard normal 3 correlated vars
0.0023910151517083553,0.0006787659174364544,standardized shapley value,X,20-40%,,equal weights,Standard normal 3 correlated vars
0.002101921018783935,0.0015375265045655723,standardized shapley value,Y,20-40%,,equal weights,Standard normal 3 correlated vars
0.0024004686803888106,0.0015993431219819953,standardized shapley value,Z,20-40%,,equal weights,Standard normal 3 correlated vars
2.644560882619835,10.531820667969646,rank-relevance shapley value,X,20-40%,,equal weights,Standard normal 3 correlated vars
3.220075711015179,16.208838922724556,rank-relevance shapley value,Y,20-40%,,equal weights,Standard normal 3 correlated vars
5.687670308083321,26.776290877276708,rank-relevance shapley value,Z,20-40%,,equal weights,Standard normal 3 correlated vars
0.029756325340078184,0.020350700364389126,shapley value,X,40-60%,,equal weights,Standard normal 3 correlated vars
0.08352733426143907,0.04764066980216382,shapley value,Y,40-60%,,equal weights,Standard normal 3 correlated vars
0.08653098620110981,0.052962847882058066,shapley value,Z,40-60%,,equal weights,Standard normal 3 correlated vars
0.002710634019251624,0.00059311491528234,standardized shapley value,X,40-60%,,equal weights,Standard normal 3 correlated vars
0.0027010377944709494,0.0015977768393578102,standardized shapley value,Y,40-60%,,equal weights,Standard normal 3 correlated vars
0.0014711192469757512,0.000896008302262588,standardized shapley value,Z,40-60%,,equal weights,Standard normal 3 correlated vars
0.022275840955192645,0.017902096585388747,rank-relevance shapley value,X,40-60%,,equal weights,Standard normal 3 correlated vars
0.0198956972489855,0.016653746238580524,rank-relevance shapley value,Y,40-60%,,equal weights,Standard normal 3 correlated vars
0.01096171504513917,0.010472355515385319,rank-relevance shapley value,Z,40-60%,,equal weights,Standard normal 3 correlated vars
0.03370185141813558,0.023007702029422636,shapley value,X,60-80%,,equal weights,Standard normal 3 correlated vars
0.09098855966284157,0.04650208059302605,shapley value,Y,60-80%,,equal weights,Standard normal 3 correlated vars
0.22360772553571184,0.08445599097549981,shapley value,Z,60-80%,,equal weights,Standard normal 3 correlated vars
0.0026663734414868715,0.0006780137711362142,standardized shapley value,X,60-80%,,equal weights,Standard normal 3 correlated vars
0.0031488685647610795,0.00164651671494813,standardized shapley value,Y,60-80%,,equal weights,Standard normal 3 correlated vars
0.0033577537226118595,0.0013966768447042765,standardized shapley value,Z,60-80%,,equal weights,Standard normal 3 correlated vars
0.0003189546509752284,0.00021189552247649268,rank-relevance shapley value,X,60-80%,,equal weights,Standard normal 3 correlated vars
0.00036487227515234196,0.0002526144896305318,rank-relevance shapley value,Y,60-80%,,equal weights,Standard normal 3 correlated vars
0.00039924073967953613,0.0003056321856921134,rank-relevance shapley value,Z,60-80%,,equal weights,Standard normal 3 correlated vars
0.07507451104474762,0.05163587779007982,shapley value,X,80-100%,,equal weights,Standard normal 3 correlated vars
0.08966582561015668,0.04355050341377843,shapley value,Y,80-100%,,equal weights,Standard normal 3 correlated vars
0.5034899661597836,0.14560224128222013,shapley value,Z,80-100%,,equal weights,Standard normal 3 correlated vars
0.0038772087415187605,0.0008539197045986413,standardized shapley value,X,80-100%,,equal weights,Standard normal 3 correlated vars
0.0029409376086907096,0.0016481848807390568,standardized shapley value,Y,80-100%,,equal weights,Standard normal 3 correlated vars
0.007986259530293291,0.0024078727463504074,standardized shapley value,Z,80-100%,,equal weights,Standard normal 3 correlated vars
4.2186929663828707e-07,6.134877310582371e-07,rank-relevance shapley value,X,80-100%,,equal weights,Standard normal 3 correlated vars
2.923848943345313e-07,5.820887741835968e-07,rank-relevance shapley value,Y,80-100%,,equal weights,Standard normal 3 correlated vars
7.490423479171508e-07,1.208454784624019e-06,rank-relevance shapley value,Z,80-100%,,equal weights,Standard normal 3 correlated vars
0.07446762793241515,0.042807987795624954,shapley value,X,0-20%,,different weights,Standard normal 3 correlated vars
0.11860861236530544,0.06312572203878714,shapley value,Y,0-20%,,different weights,Standard normal 3 correlated vars
0.24368379401981244,0.12241433431425791,shapley value,Z,0-20%,,different weights,Standard normal 3 correlated vars
0.0016037560324778312,0.0006257989286148133,standardized shapley value,X,0-20%,,different weights,Standard normal 3 correlated vars
0.0017550424223044918,0.001556980301770415,standardized shapley value,Y,0-20%,,different weights,Standard normal 3 correlated vars
0.0033797589480358,0.0016151990289237305,standardized shapley value,Z,0-20%,,different weights,Standard normal 3 correlated vars
1.5247466293448044,2.003456903483376,rank-relevance shapley value,X,0-20%,,different weights,Standard normal 3 correlated vars
2.0765096491350907,3.987508900580743,rank-relevance shapley value,Y,0-20%,,different weights,Standard normal 3 correlated vars
3.643373562016291,5.488521457362118,rank-relevance shapley value,Z,0-20%,,different weights,Standard normal 3 correlated vars
0.04472510176575268,0.034181893386911355,shapley value,X,20-40%,,different weights,Standard normal 3 correlated vars
0.1042626759514631,0.06848616210863606,shapley value,Y,20-40%,,different weights,Standard normal 3 correlated vars
0.08981095029122484,0.08275214109090114,shapley value,Z,20-40%,,different weights,Standard normal 3 correlated vars
0.0022893709801778375,0.000697585779883602,standardized shapley value,X,20-40%,,different weights,Standard normal 3 correlated vars
0.0020202032713739666,0.0015408499808367239,standardized shapley value,Y,20-40%,,different weights,Standard normal 3 correlated vars
0.0012909931820769172,0.001128954604863433,standardized shapley value,Z,20-40%,,different weights,Standard normal 3 correlated vars
0.1380675228500653,0.08936611706484465,rank-relevance shapley value,X,20-40%,,different weights,Standard normal 3 correlated vars
0.1309691267123288,0.15269028039380347,rank-relevance shapley value,Y,20-40%,,different weights,Standard normal 3 correlated vars
0.09572944080074838,0.12582746302444633,rank-relevance shapley value,Z,20-40%,,different weights,Standard normal 3 correlated vars
0.03628011608138954,0.024378257517897614,shapley value,X,40-60%,,different weights,Standard normal 3 correlated vars
0.0911591786034153,0.054789605820777194,shapley value,Y,40-60%,,different weights,Standard normal 3 correlated vars
0.07447860878672283,0.043716403715344646,shapley value,Z,40-60%,,different weights,Standard normal 3 correlated vars
0.0025713488661945763,0.0005779607191068564,standardized shapley value,X,40-60%,,different weights,Standard normal 3 correlated vars
0.002610490757003766,0.0014098361923983534,standardized shapley value,Y,40-60%,,different weights,Standard normal 3 correlated vars
0.0009856669824247614,0.0005857429448492675,standardized shapley value,Z,40-60%,,different weights,Standard normal 3 correlated vars
0.01928507170854215,0.013322714806278233,rank-relevance shapley value,X,40-60%,,different weights,Standard normal 3 correlated vars
0.016632470316183732,0.012471013337696069,rank-relevance shapley value,Y,40-60%,,different weights,Standard normal 3 correlated vars
0.006915118110825571,0.00580654177037173,rank-relevance shapley value,Z,40-60%,,different weights,Standard normal 3 correlated vars
0.049918931191407855,0.03638161018144467,shapley value,X,60-80%,,different weights,Standard normal 3 correlated vars
0.11347108303223626,0.047719539872725536,shapley value,Y,60-80%,,different weights,Standard normal 3 correlated vars
0.0978158053213238,0.06613688709023646,shapley value,Z,60-80%,,different weights,Standard normal 3 correlated vars
0.0027896552064793096,0.0007827591395622086,standardized shapley value,X,60-80%,,different weights,Standard normal 3 correlated vars
0.0036371699289433623,0.0012747222369314188,standardized shapley value,Y,60-80%,,different weights,Standard normal 3 correlated vars
0.001176418398832063,0.0008152361973440771,standardized shapley value,Z,60-80%,,different weights,Standard normal 3 correlated vars
0.0004116015714358813,0.00027138904959202295,rank-relevance shapley value,X,60-80%,,different weights,Standard normal 3 correlated vars
0.0005228412958195822,0.0003868508464983574,rank-relevance shapley value,Y,60-80%,,different weights,Standard normal 3 correlated vars
0.00017189245721265374,0.00019836604335449583,rank-relevance shapley value,Z,60-80%,,different weights,Standard normal 3 correlated vars
0.0919504510458594,0.05614031526991346,shapley value,X,80-100%,,different weights,Standard normal 3 correlated vars
0.11474308599272351,0.04694949925787001,shapley value,Y,80-100%,,different weights,Standard normal 3 correlated vars
0.2450277032302281,0.10193348261027166,shapley value,Z,80-100%,,different weights,Standard normal 3 correlated vars
0.00376222275936104,0.0007407448091385393,standardized shapley value,X,80-100%,,different weights,Standard normal 3 correlated vars
0.003945180697726857,0.000959812114030383,standardized shapley value,Y,80-100%,,different weights,Standard normal 3 correlated vars
0.003068557257774653,0.0013449639133294574,standardized shapley value,Z,80-100%,,different weights,Standard normal 3 correlated vars
4.999415503682852e-07,7.452728619198593e-07,rank-relevance shapley value,X,80-100%,,different weights,Standard normal 3 correlated vars
6.307240643623108e-07,1.0940720624843198e-06,rank-relevance shapley value,Y,80-100%,,different weights,Standard normal 3 correlated vars
3.326309241593731e-07,4.7477614942342894e-07,rank-relevance shapley value,Z,80-100%,,different weights,Standard normal 3 correlated vars
0.07099989763300885,0.05702794155176212,shapley value,X,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.17871066018278953,0.06719363252965034,shapley value,Y,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.001810098672596993,0.0006416120165382348,standardized shapley value,X,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0008598940458074387,0.0006493214596046972,standardized shapley value,Y,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.4373658591948538,0.20284550464218956,rank-relevance shapley value,X,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.18453367973278634,0.1356982334900188,rank-relevance shapley value,Y,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,0-20%,,equal weights,Arbitrary normal 2 vars with correlated third
0.07500156083413945,0.06018560458218342,shapley value,X,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.11964872221818154,0.0659481600468835,shapley value,Y,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0023653058904083628,0.0009304087072284026,standardized shapley value,X,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.001647195177931738,0.0009304628818499516,standardized shapley value,Y,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.10585362958284662,0.06515410075108431,rank-relevance shapley value,X,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.07508883871446755,0.06269621301781245,rank-relevance shapley value,Y,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,20-40%,,equal weights,Arbitrary normal 2 vars with correlated third
0.09024786111345569,0.05916357478556036,shapley value,X,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.096765346173729,0.06691003004195731,shapley value,Y,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.002233111669470314,0.0010301167145600988,standardized shapley value,X,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0028980459355339985,0.0010979316478609436,standardized shapley value,Y,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.016271848131713243,0.014541652577028255,rank-relevance shapley value,X,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.019235075789390807,0.013184430765700632,rank-relevance shapley value,Y,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,40-60%,,equal weights,Arbitrary normal 2 vars with correlated third
0.07884105029482381,0.06530655004928827,shapley value,X,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.1097465236632424,0.06547725618126901,shapley value,Y,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0028246916972462428,0.0009035053026559903,standardized shapley value,X,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.003437376949473027,0.0009010966404483505,standardized shapley value,Y,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0004913125280548054,0.0003542991432415475,rank-relevance shapley value,X,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.000591755137752301,0.00035855091215901565,rank-relevance shapley value,Y,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,60-80%,,equal weights,Arbitrary normal 2 vars with correlated third
0.09039696632662851,0.0545269251519241,shapley value,X,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
0.17494547825204426,0.049624537414476144,shapley value,Y,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0032651613253962364,0.0005616266004611774,standardized shapley value,X,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
0.004277427990044432,0.00047954360931382794,standardized shapley value,Y,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
6.669595471299273e-07,1.1183474036669936e-06,rank-relevance shapley value,X,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
7.963369917600419e-07,1.210368241216094e-06,rank-relevance shapley value,Y,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,80-100%,,equal weights,Arbitrary normal 2 vars with correlated third
0.14767267932618436,0.09152627090073727,shapley value,X,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.09027546245017427,0.049233264626267224,shapley value,Y,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.0019867070925642595,0.0009095353447361168,standardized shapley value,X,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.0008769444429903283,0.0007302725236166711,standardized shapley value,Y,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.4213163548725534,0.2123011050337355,rank-relevance shapley value,X,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.20058318405508677,0.1873082978987248,rank-relevance shapley value,Y,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,0-20%,,different weights,Arbitrary normal 2 vars with correlated third
0.07896028878960877,0.06529543811554549,shapley value,X,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.0745246065028431,0.03954113385011188,shapley value,Y,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.002839913778205095,0.0008165785852426009,standardized shapley value,X,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.001384910139217823,0.0008087355083171474,standardized shapley value,Y,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.12176836530157704,0.06557628008200031,rank-relevance shapley value,X,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.05917410299573711,0.04785431998330634,rank-relevance shapley value,Y,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,20-40%,,different weights,Arbitrary normal 2 vars with correlated third
0.07665148898985635,0.044544437840248335,shapley value,X,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.07807688669806226,0.03804550693585174,shapley value,Y,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.0033908069450304576,0.0008707893692449357,standardized shapley value,X,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.0015902286381396743,0.0008553131696421673,standardized shapley value,Y,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.024275466270770672,0.015782058845980294,rank-relevance shapley value,X,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.011231457650333374,0.00886726717410695,rank-relevance shapley value,Y,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,40-60%,,different weights,Arbitrary normal 2 vars with correlated third
0.0871476003402442,0.06399485833578772,shapley value,X,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.06628225916726638,0.04582136192454215,shapley value,Y,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.004179685677880203,0.0007465516553055534,standardized shapley value,X,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.00191251180369598,0.0007188963697841087,standardized shapley value,Y,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.0007202839383484328,0.0003672706143319626,rank-relevance shapley value,X,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.00036278372745867363,0.0002971229613551303,rank-relevance shapley value,Y,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,60-80%,,different weights,Arbitrary normal 2 vars with correlated third
0.18541712021263954,0.08170429724154,shapley value,X,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
0.07808052854085169,0.04697147767862406,shapley value,Y,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,shapley value,Z,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
0.005243032040031606,0.0008006709072060423,standardized shapley value,X,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
0.002203001935512635,0.0006376140677158243,standardized shapley value,Y,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,standardized shapley value,Z,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
1.0325928982364248e-06,1.6778361985052218e-06,rank-relevance shapley value,X,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
4.307036406535444e-07,6.363171904656988e-07,rank-relevance shapley value,Y,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
0.0,0.0,rank-relevance shapley value,Z,80-100%,,different weights,Arbitrary normal 2 vars with correlated third
0.06818383882321231,0.044173618764975164,shapley value,X,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.10251231082711643,0.05335474731992617,shapley value,Y,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.06871036769930013,0.045822440658249544,shapley value,Z,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.0009626014377742925,0.0004488919411114412,standardized shapley value,X,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.0009288645047470935,0.0008008149689294593,standardized shapley value,Y,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.0009571712703988166,0.0004650222723153918,standardized shapley value,Z,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.2097983809245526,0.10967440849540996,rank-relevance shapley value,X,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.2040287620591818,0.17713121668073337,rank-relevance shapley value,Y,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.2080723959439057,0.11072380900227011,rank-relevance shapley value,Z,0-20%,,equal weights,Arbitrary normal 3 correlated vars
0.03431844579604732,0.028897040019186103,shapley value,X,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.07861023147387278,0.04236401311586302,shapley value,Y,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.03464545566633794,0.02827794934405589,shapley value,Z,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.001425905777883007,0.00039524779035732244,standardized shapley value,X,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.001377003660467607,0.000805204686608237,standardized shapley value,Y,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.0014268069120644544,0.0003959375207047202,standardized shapley value,Z,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.06205520471997409,0.03483994100953837,rank-relevance shapley value,X,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.05648579054247549,0.039169691568380925,rank-relevance shapley value,Y,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.06240147303486456,0.03573158613146525,rank-relevance shapley value,Z,20-40%,,equal weights,Arbitrary normal 3 correlated vars
0.04472861268389714,0.025097936798779093,shapley value,X,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.09006962130154988,0.04320445294576374,shapley value,Y,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.0453328059503698,0.025694989407290033,shapley value,Z,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.0015891243129362669,0.0005066602729715266,standardized shapley value,X,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.0018086585523221228,0.0009895374275632437,standardized shapley value,Y,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.0015966039164378137,0.0005186443672722947,standardized shapley value,Z,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.011095464840624054,0.007131228886468532,rank-relevance shapley value,X,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.013245387374180823,0.01113468176632738,rank-relevance shapley value,Y,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.011166071706299172,0.007291969041883891,rank-relevance shapley value,Z,40-60%,,equal weights,Arbitrary normal 3 correlated vars
0.03705595936731559,0.030022337029609086,shapley value,X,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.06920187640571639,0.047015200876046125,shapley value,Y,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.038130995590000785,0.030763988201230552,shapley value,Z,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.0019447282246317919,0.0003491218531446702,standardized shapley value,X,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.0022072270677104605,0.0006894670693288878,standardized shapley value,Y,60-80%,,equal weights,Arbitrary normal 3 correlated vars
0.001946924040798831,0.00036626927021092033,standardized shapley value,Z,60-80%,,equal weights,Arbitrary normal 3 correlated vars
